Crisis ID,Type of Personal Crisis,What,Where,When,How,Severity,Duration
9369,Substance Abuse,dependency,"08266 Karen Cove Suite 152, Heidimouth, MD 84509",20-09-2023 01:19,dependency,very high,within 6 hours
9370,Substance Abuse,substance abuse,"1686 Nicole Heights Suite 525, Christinestad, CO 89415",08-08-2021 22:00,substance abuse,low,within 1 hour
9371,Health Issue,injury,"186 Hutchinson Heights Suite 339, Henryburgh, WV 34570",01-12-2023 16:26,illness,very low,within 5 hours
9372,Financial Problem,debt,"6726 Carter Lodge Suite 928, Stephensborough, MA 05589",04-03-2022 18:13,debt,high,within 2 hours
9373,Health Issue,illness,"984 Robin Orchard Apt. 872, Palmertown, CT 58171",19-04-2020 02:31,injury,high,within 3 hours
9374,Health Issue,illness,"90604 Gomez Prairie Suite 819, East Rick, AL 79562",21-03-2021 10:45,injury,very high,within 6 hours
9375,Health Issue,illness,"062 Austin Dam, West Marissabury, TN 78283",18-10-2020 21:30,health issue,very high,within 5 hours
9376,Substance Abuse,substance abuse,"081 Lucas Cliff, Tiffanymouth, AL 15254",19-01-2020 21:52,addiction,low,within 3 hours
9377,Relationship Issue,family conflict,"89962 Hart Valley, Wolfefort, AK 23280",02-03-2021 22:34,relationship issue,very low,within 5 hours
9378,Substance Abuse,alcoholism,"6680 Gomez Forges, North Stevenmouth, OR 75359",02-11-2020 11:44,dependency,very high,within 1 hour
9379,Health Issue,injury,"86811 Lambert Wells Apt. 714, Danielport, ID 38426",27-01-2020 12:51,health issue,high,within 4 hours
9380,Financial Problem,debt,"19908 Hawkins Pass Apt. 740, Valdezhaven, NM 06669",13-04-2022 05:05,money issue,moderate,within 6 hours
9381,Financial Problem,money issue,"970 Martha Mountains, Lake Vanessaberg, PR 97723",27-12-2020 06:35,financial problem,low,within 2 hours
9382,Relationship Issue,family conflict,"19181 Page Club, Cherylland, FL 65522",23-01-2024 08:10,loneliness,very low,within 5 hours
9383,Mental Health Concern,depression,"4535 Sabrina Plaza Apt. 405, Lake Michael, HI 16984",25-09-2023 12:06,mental health concern,moderate,within 3 hours
9384,Substance Abuse,alcoholism,"756 Brown Gardens, Petermouth, TN 17826",04-12-2020 08:13,substance abuse,very high,within 6 hours
9385,Financial Problem,debt,"645 Herrera Views, Donovanview, ND 71078",02-12-2020 09:06,bankruptcy,very high,within 2 hours
9386,Health Issue,sickness,"5777 Kayla Squares Suite 917, Gibsonside, GA 67596",08-12-2021 05:40,medical condition,low,within 1 hour
9387,Health Issue,sickness,"85864 Mark Lane, East Jennifer, NY 44727",02-09-2021 12:58,medical condition,moderate,within 4 hours
9388,Financial Problem,bankruptcy,"32701 Christine Junction Apt. 126, Khanchester, HI 57181",04-09-2021 01:27,debt,very low,within 2 hours
9389,Relationship Issue,relationship issue,"723 Amanda Shoal, North Michaelfort, RI 95828",04-02-2021 19:27,breakup,very high,within 2 hours
9390,Relationship Issue,relationship issue,"84602 Parker Drive Suite 144, West Collinshire, IL 05071",27-01-2024 02:29,relationship issue,low,within 3 hours
9391,Relationship Issue,relationship issue,"5346 Martin Port Suite 187, East Henryville, CA 59667",03-05-2021 01:54,breakup,moderate,within 6 hours
9392,Financial Problem,poverty,"97059 Morgan Summit Suite 931, Annstad, NE 07009",29-12-2020 04:42,poverty,low,within 3 hours
9393,Relationship Issue,relationship issue,"29784 Kaylee Dale, West Aliciahaven, IL 30476",19-10-2021 00:15,breakup,high,within 6 hours
9394,Health Issue,sickness,"36756 Carrie Harbors, Lake Angelaport, WA 37958",13-02-2020 02:19,illness,high,within 3 hours
9395,Mental Health Concern,stress,"69676 Charles River Apt. 173, Port Stephanieshire, LA 92856",14-12-2022 15:55,depression,very low,within 3 hours
9396,Substance Abuse,substance abuse,"952 Garrett Bypass, South Gregory, MI 16913",05-04-2021 03:27,dependency,high,within 1 hour
9397,Health Issue,illness,"PSC 0483, Box 4976, APO AA 64523",05-04-2023 18:25,injury,very low,within 5 hours
9398,Relationship Issue,breakup,"1322 Miguel Cape, East Kathyfurt, IA 42786",01-06-2020 23:56,divorce,moderate,within 2 hours
9399,Mental Health Concern,stress,"9183 Kim Pike Apt. 397, Littlefurt, AS 48234",22-12-2020 05:24,anxiety,high,within 3 hours
9400,Relationship Issue,breakup,"11457 Baker Union Suite 804, Wilcoxville, WI 85912",30-10-2020 17:45,family conflict,low,within 6 hours
9401,Financial Problem,poverty,"63748 Derek Mills Apt. 238, Baldwinchester, ND 79063",18-03-2021 21:24,bankruptcy,very low,within 4 hours
9402,Mental Health Concern,trauma,"445 Vargas Fort, Gregoryhaven, DE 33103",04-08-2022 05:06,trauma,very high,within 2 hours
9403,Mental Health Concern,depression,"273 Li Divide Apt. 302, Mendezstad, NH 26230",01-04-2022 19:28,anxiety,moderate,within 6 hours
9404,Financial Problem,bankruptcy,"73798 Katrina Trafficway, Matthewberg, PR 97043",30-06-2022 15:21,debt,high,within 2 hours
9405,Mental Health Concern,stress,"486 Wayne Manor Suite 205, East James, VI 85389",15-09-2023 02:19,stress,very low,within 3 hours
9406,Health Issue,medical condition,"02053 Brown Lodge, West Melissa, GU 82042",17-03-2023 05:11,injury,high,within 1 hour
9407,Mental Health Concern,depression,"315 Cassandra Meadow Suite 947, Williamsport, ID 51182",11-05-2021 06:35,trauma,very low,within 3 hours
9408,Mental Health Concern,anxiety,"PSC 8911, Box 1809, APO AP 44112",14-01-2023 11:47,mental health concern,very high,within 1 hour
9409,Substance Abuse,dependency,"45825 Perez Glens, Lake Jenniferland, KY 44104",14-05-2023 23:25,dependency,moderate,within 6 hours
9410,Substance Abuse,dependency,"7270 Barry Trafficway, New Teresa, HI 81333",08-07-2023 00:31,substance abuse,very high,within 2 hours
9411,Substance Abuse,addiction,"PSC 1158, Box 7328, APO AP 55372",22-09-2020 01:35,drug abuse,very low,within 5 hours
9412,Mental Health Concern,depression,"704 Anderson Mission, Port Stephen, GA 23896",17-01-2022 22:18,mental health concern,low,within 3 hours
9413,Financial Problem,bankruptcy,"67804 Brennan Divide, South Chloechester, NM 14709",15-03-2024 01:36,financial problem,high,within 3 hours
9414,Financial Problem,poverty,"04597 Emily Radial Suite 338, Christianville, AS 66901",13-12-2023 21:24,bankruptcy,moderate,within 2 hours
9415,Relationship Issue,relationship issue,"4140 Michael Park Suite 270, Lisaburgh, FM 92357",20-02-2023 21:22,divorce,very high,within 2 hours
9416,Relationship Issue,loneliness,"44850 Thompson Heights Suite 749, South Geraldburgh, MP 92637",04-10-2022 00:09,divorce,low,within 5 hours
9417,Substance Abuse,dependency,"798 Mark Path, Williamsport, PR 68278",31-08-2021 19:38,dependency,high,within 4 hours
9418,Relationship Issue,divorce,"483 Steven Field, Rachelfort, OH 04934",03-05-2020 05:52,breakup,very high,within 4 hours
9419,Relationship Issue,family conflict,"5364 April Turnpike Suite 434, East Margaret, AR 55903",07-12-2021 14:19,breakup,low,within 3 hours
9420,Financial Problem,bankruptcy,"33812 Luna Wells Apt. 654, South Philip, CA 74906",24-09-2021 19:57,financial problem,low,within 4 hours
9421,Financial Problem,bankruptcy,"88232 Jerry Station, Sarahmouth, NY 44294",28-01-2021 22:33,financial problem,moderate,within 1 hour
9422,Financial Problem,money issue,"8406 Novak Field, Hamiltonberg, TN 44514",17-01-2023 08:26,debt,low,within 6 hours
9423,Health Issue,illness,"458 Olson Courts, South Matthewbury, MD 19637",20-09-2023 01:20,medical condition,very high,within 1 hour
9424,Health Issue,injury,"9229 Martinez Stream, South Carolbury, VI 30130",01-02-2022 00:50,illness,very low,within 3 hours
9425,Substance Abuse,dependency,"84684 Kevin Locks Suite 858, Port Leah, VA 14663",10-01-2020 12:06,dependency,very high,within 1 hour
9426,Substance Abuse,substance abuse,"91466 Destiny Radial, Michaelland, VT 52815",31-05-2020 17:16,alcoholism,high,within 6 hours
9427,Substance Abuse,dependency,"0276 Vicki Gardens, North Terri, SD 14715",17-01-2020 12:06,alcoholism,very low,within 6 hours
9428,Mental Health Concern,depression,"916 Evans Trail, Hillstad, NJ 68762",17-09-2021 11:04,anxiety,very high,within 3 hours
9429,Relationship Issue,family conflict,"785 Bass Harbors Apt. 471, Lake Matthewchester, DE 45648",29-04-2020 19:28,breakup,high,within 2 hours
9430,Financial Problem,money issue,"6102 Baker Mountain, Lawsonborough, IA 10197",08-06-2022 06:46,debt,low,within 4 hours
9431,Health Issue,medical condition,"Unit 0818 Box 1743, DPO AA 60751",28-12-2023 14:55,health issue,very low,within 2 hours
9432,Relationship Issue,relationship issue,"804 Susan Vista, Emilyberg, AZ 56493",25-07-2021 13:02,relationship issue,low,within 4 hours
9433,Health Issue,sickness,"15340 Pacheco Estate Suite 519, Sullivanhaven, AK 67988",19-05-2022 19:48,health issue,high,within 2 hours
9434,Financial Problem,financial problem,"9408 Smith Forest Apt. 010, New Cameronshire, AR 03316",06-07-2021 04:19,poverty,moderate,within 4 hours
9435,Relationship Issue,family conflict,"71594 Theodore Cove, North Anthonyview, ME 43363",28-05-2020 23:02,loneliness,high,within 6 hours
9436,Health Issue,health issue,"771 Sanchez Trail, Quinnbury, HI 62068",23-06-2023 11:58,illness,low,within 2 hours
9437,Financial Problem,bankruptcy,"89808 Guerrero Stravenue, Snyderville, NM 75379",07-03-2021 11:56,money issue,low,within 6 hours
9438,Mental Health Concern,depression,"735 Smith Square, Anitamouth, MP 37615",13-05-2021 04:35,mental health concern,low,within 1 hour
9439,Financial Problem,money issue,"734 Jeffrey Heights, North Robert, WV 13127",24-01-2020 06:46,money issue,very high,within 2 hours
9440,Health Issue,health issue,"220 Mcneil Coves, South Angela, AZ 64900",12-12-2020 07:14,sickness,moderate,within 5 hours
9441,Relationship Issue,family conflict,"739 Jennifer Views Suite 704, New Howardbury, OH 84367",05-01-2023 21:14,breakup,moderate,within 4 hours
9442,Substance Abuse,substance abuse,"13868 Bryant Ferry, South Mark, TX 59900",23-12-2023 23:57,drug abuse,low,within 1 hour
9443,Financial Problem,bankruptcy,"64131 Sergio Track Suite 223, West Monica, MS 95369",16-01-2022 11:38,money issue,moderate,within 1 hour
9444,Relationship Issue,divorce,"69033 Gillespie Flat Apt. 080, Lake Linda, CT 19327",10-01-2022 02:10,relationship issue,high,within 1 hour
9445,Health Issue,injury,"790 Camacho Lock Suite 572, South Anna, SC 56139",04-09-2020 00:55,injury,high,within 4 hours
9446,Mental Health Concern,stress,"018 Dean Wells Apt. 491, Elainefort, VA 17465",07-06-2021 05:12,trauma,low,within 6 hours
9447,Health Issue,health issue,"253 Jimenez Oval, New Zachary, VA 82534",15-10-2020 11:55,injury,very high,within 1 hour
9448,Mental Health Concern,trauma,"3309 Scott Drives, Johnsonfurt, CT 55997",05-01-2022 09:25,trauma,low,within 2 hours
9449,Financial Problem,bankruptcy,"071 Adrienne Greens, North Dariusberg, HI 34401",11-03-2024 01:33,debt,low,within 5 hours
9450,Mental Health Concern,anxiety,"0074 Berger Mews, West Daniellehaven, VI 01858",28-01-2023 18:48,stress,moderate,within 5 hours
9451,Relationship Issue,relationship issue,"PSC 6475, Box 2949, APO AE 80512",17-06-2020 23:40,family conflict,very low,within 6 hours
9452,Substance Abuse,drug abuse,"093 Rodriguez Club, Michaelberg, MS 31391",05-05-2022 01:02,drug abuse,moderate,within 3 hours
9453,Substance Abuse,alcoholism,"10959 Lauren Ranch, South Ashley, GU 35928",20-02-2022 12:25,substance abuse,low,within 3 hours
9454,Substance Abuse,addiction,"Unit 7568 Box 6643, DPO AP 30546",31-05-2022 17:38,dependency,moderate,within 2 hours
9455,Mental Health Concern,depression,"365 Kristen Passage Apt. 859, South Stephen, IL 42990",14-01-2022 01:21,mental health concern,low,within 5 hours
9456,Relationship Issue,divorce,"67791 James Forest, Woodhaven, NE 96652",22-12-2021 18:11,loneliness,very high,within 5 hours
9457,Mental Health Concern,trauma,"042 Moody Meadows, Lake Saraview, WA 26287",22-10-2022 18:53,depression,moderate,within 1 hour
9458,Mental Health Concern,anxiety,"1295 Matthew Islands, Floresshire, NH 11354",25-10-2020 15:21,stress,low,within 5 hours
9459,Relationship Issue,relationship issue,"78838 Penny Mills Suite 405, West Samanthamouth, VA 22312",29-06-2022 19:46,divorce,very high,within 6 hours
9460,Financial Problem,money issue,"271 Dawson Walk Apt. 773, Port Michael, NH 88980",14-02-2022 18:45,poverty,moderate,within 2 hours
9461,Relationship Issue,family conflict,"7805 Jerry Summit Suite 118, Josebury, MH 72152",04-07-2020 09:26,breakup,moderate,within 1 hour
9462,Mental Health Concern,stress,"7147 Sarah Meadows Suite 717, West Kevin, LA 71684",22-05-2023 12:11,trauma,high,within 4 hours
9463,Mental Health Concern,stress,"933 Robertson Trace, Jeffersonbury, WV 53848",21-03-2020 13:22,depression,low,within 2 hours
9464,Mental Health Concern,anxiety,"4021 Smith Courts, West Carlos, SC 17372",19-07-2020 21:27,anxiety,moderate,within 4 hours
9465,Mental Health Concern,mental health concern,"68123 John Centers Suite 836, Laneton, IL 48454",01-07-2023 21:41,trauma,very high,within 5 hours
9466,Financial Problem,debt,"94124 Ellen Mountain, Hollymouth, RI 29407",19-01-2022 07:18,poverty,very high,within 6 hours
9467,Financial Problem,poverty,"48302 Shannon Lodge Suite 235, Port Sandratown, NV 44306",21-08-2021 02:59,money issue,very high,within 6 hours
9468,Mental Health Concern,anxiety,"89122 Wright Parkway, Port Jenniferstad, MI 29316",19-08-2023 10:18,mental health concern,high,within 1 hour
9469,Substance Abuse,alcoholism,"17575 Donna Throughway, Edwardborough, FM 88570",05-01-2023 10:14,drug abuse,low,within 6 hours
9470,Relationship Issue,divorce,"USNS Thornton, FPO AP 28479",11-03-2023 15:19,breakup,very low,within 3 hours
9471,Relationship Issue,relationship issue,"81024 Rodriguez Hollow, Carrietown, MH 58299",16-03-2024 16:06,divorce,low,within 3 hours
9472,Financial Problem,poverty,"11159 Roberts Glen, New David, AK 83134",15-01-2024 03:14,debt,very high,within 1 hour
9473,Substance Abuse,drug abuse,"268 Hudson Summit, New Kristyview, AR 38460",05-12-2023 04:06,dependency,low,within 5 hours
9474,Substance Abuse,substance abuse,"091 Lewis Key, Tarachester, WA 15152",23-03-2021 21:28,addiction,very high,within 4 hours
9475,Health Issue,health issue,"1700 Wendy Highway, Lake Melanie, MI 60977",12-03-2021 06:21,illness,very low,within 2 hours
9476,Health Issue,medical condition,"93851 Phillip Springs, Raymondville, NE 96979",09-05-2022 08:30,medical condition,low,within 1 hour
9477,Substance Abuse,alcoholism,"718 Evans Mews Suite 561, Mollyburgh, DE 15424",16-01-2023 21:21,substance abuse,moderate,within 2 hours
9478,Financial Problem,financial problem,"212 Miller Hollow Apt. 564, Port Rebeccaburgh, VA 13011",26-12-2021 03:27,financial problem,very low,within 1 hour
9479,Health Issue,illness,"57224 Anita Turnpike, Mossland, NM 78424",29-09-2022 00:13,sickness,high,within 4 hours
9480,Relationship Issue,divorce,"0983 Wiley Plain Apt. 599, West Troy, RI 65136",15-04-2023 04:37,loneliness,low,within 4 hours
9481,Health Issue,medical condition,"6275 Michael Spur Apt. 193, South Cindy, DC 20424",10-05-2020 23:21,health issue,high,within 3 hours
9482,Mental Health Concern,anxiety,"056 Elizabeth Crossroad, Timothyshire, MI 25047",05-01-2023 12:25,anxiety,moderate,within 1 hour
9483,Health Issue,sickness,"59339 Malone Cliffs Suite 995, Collinsview, OR 13420",07-02-2020 17:23,injury,very high,within 6 hours
9484,Health Issue,sickness,"7924 Davidson Point Apt. 547, Waltonborough, NH 09578",20-04-2021 14:50,sickness,very high,within 6 hours
9485,Financial Problem,poverty,"26702 Stevens Squares, West Dustin, LA 62130",13-11-2023 16:57,bankruptcy,low,within 1 hour
9486,Health Issue,sickness,"5409 Reginald Park, Laurashire, WI 65068",12-01-2020 12:28,illness,high,within 6 hours
9487,Mental Health Concern,trauma,"106 April Unions Apt. 140, Pamelamouth, MS 16951",27-11-2022 12:40,mental health concern,very high,within 6 hours
9488,Relationship Issue,loneliness,"780 Roy Common, New Tiffanystad, PW 49612",31-10-2020 19:53,relationship issue,moderate,within 6 hours
9489,Mental Health Concern,depression,"799 Lewis Glen Apt. 375, Tanyastad, AZ 38625",08-03-2020 13:55,depression,low,within 5 hours
9490,Health Issue,injury,"955 Jacob Expressway, Markport, WA 71535",13-01-2022 17:30,medical condition,very low,within 1 hour
9491,Relationship Issue,family conflict,"01370 Cisneros Underpass, Port Sara, IL 95532",28-11-2020 17:26,breakup,very high,within 3 hours
9492,Relationship Issue,family conflict,"717 Meyers Mews Apt. 828, Lamchester, TN 17671",11-04-2023 16:55,loneliness,moderate,within 3 hours
9493,Mental Health Concern,depression,"0089 Russell Cliff Suite 066, Monicabury, SC 90214",02-08-2021 01:22,mental health concern,high,within 1 hour
9494,Health Issue,illness,"86095 Edwards Garden, Martinfort, SD 61534",14-02-2023 08:18,illness,moderate,within 1 hour
9495,Relationship Issue,divorce,"2591 Robert Light, Sonyaville, OH 23937",18-11-2020 16:35,divorce,moderate,within 5 hours
9496,Relationship Issue,relationship issue,"040 Leah Junction, Baldwinhaven, OK 68967",08-06-2021 04:41,divorce,very low,within 1 hour
9497,Financial Problem,bankruptcy,"76219 Wheeler Mission Suite 395, Reyesport, PW 02135",27-11-2020 08:34,bankruptcy,very low,within 3 hours
9498,Substance Abuse,alcoholism,"PSC 2283, Box 5090, APO AE 55578",08-02-2021 14:15,addiction,high,within 2 hours
9499,Substance Abuse,dependency,"252 Nicole Falls, Port Ashleyburgh, CA 40344",04-04-2022 05:07,addiction,very low,within 6 hours
9500,Mental Health Concern,depression,"66839 Davis Port Apt. 008, Lake Sabrina, ID 77964",29-09-2021 08:39,stress,very high,within 4 hours
9501,Mental Health Concern,stress,"678 Cristian Hill, West Suzannetown, WI 93229",31-05-2021 20:55,trauma,very high,within 1 hour
9502,Health Issue,health issue,"PSC 8223, Box 9521, APO AA 09638",07-04-2023 10:33,injury,low,within 2 hours
9503,Relationship Issue,relationship issue,"572 Joseph Cliffs Suite 080, New Deborah, NJ 22798",10-05-2021 06:27,relationship issue,very high,within 3 hours
9504,Substance Abuse,alcoholism,"173 Heather Ford Apt. 116, East Brittanybury, CO 70740",11-04-2022 17:28,substance abuse,low,within 4 hours
9505,Financial Problem,financial problem,"8550 Mack View Apt. 029, New Steve, SD 66341",06-10-2023 13:48,bankruptcy,moderate,within 3 hours
9506,Relationship Issue,divorce,"75303 Lyons Roads Apt. 350, Jeffreyfort, OR 35775",25-11-2020 22:22,relationship issue,very low,within 1 hour
9507,Relationship Issue,family conflict,"Unit 5450 Box 8105, DPO AP 81723",15-11-2021 02:58,divorce,high,within 4 hours
9508,Mental Health Concern,trauma,"726 Linda Motorway, Cynthiahaven, IN 81644",21-06-2020 02:06,stress,low,within 4 hours
9509,Substance Abuse,addiction,"12205 Davis Valleys, Curryview, CT 38623",24-01-2020 04:03,addiction,low,within 3 hours
9510,Substance Abuse,addiction,"93636 Maria Neck Apt. 231, West Susanshire, VI 91193",16-08-2022 14:25,substance abuse,very high,within 5 hours
9511,Relationship Issue,breakup,"9796 Benjamin Corner, West Miranda, MD 35246",17-09-2020 23:46,divorce,high,within 2 hours
9512,Relationship Issue,divorce,"18517 April Brooks, Port Brandonville, VA 89087",12-09-2023 00:22,relationship issue,very high,within 4 hours
9513,Financial Problem,poverty,"44823 Teresa Key Apt. 362, Stevenmouth, PA 49257",09-05-2021 06:56,money issue,high,within 1 hour
9514,Substance Abuse,addiction,"031 Matthew Square, Scottton, MI 07453",24-01-2022 13:23,alcoholism,moderate,within 3 hours
9515,Health Issue,health issue,"35017 Brown Oval, East Brandonshire, MS 69441",09-02-2023 13:56,medical condition,very high,within 1 hour
9516,Relationship Issue,divorce,"21518 Johnson Trace Apt. 418, West Joshua, AR 46377",13-03-2020 06:32,relationship issue,very high,within 1 hour
9517,Health Issue,medical condition,"54389 Johnson Plaza, East Dianemouth, DC 53289",13-01-2023 16:27,injury,low,within 1 hour
9518,Substance Abuse,addiction,"0311 Herrera Ranch, Robertville, AR 29463",19-03-2022 09:47,drug abuse,high,within 1 hour
9519,Substance Abuse,alcoholism,"44601 Abigail Ports Suite 652, Jenniferborough, SD 04301",16-05-2021 21:35,addiction,very low,within 3 hours
9520,Substance Abuse,dependency,"4470 Brown Flat Suite 614, Danielleland, MN 87609",28-12-2021 01:26,drug abuse,high,within 2 hours
9521,Substance Abuse,dependency,"1338 Jennifer Fort Apt. 264, East Kelly, NJ 65629",27-11-2022 13:15,dependency,high,within 4 hours
9522,Mental Health Concern,trauma,"52039 Daniel Fork, Port Dianaborough, OK 24521",27-01-2020 17:25,trauma,very high,within 5 hours
9523,Health Issue,sickness,"43174 Kristen Walks Suite 863, Christopherchester, WV 25938",16-08-2020 18:14,injury,moderate,within 5 hours
9524,Substance Abuse,dependency,"22407 Bailey Burgs Apt. 190, Turnerfort, MI 13552",27-05-2022 06:23,drug abuse,low,within 2 hours
9525,Financial Problem,financial problem,"70601 Jason Mall Suite 361, Matthewside, CT 53055",03-03-2021 19:06,money issue,very low,within 3 hours
9526,Health Issue,medical condition,"2138 Heather Way, Santiagoport, UT 44715",07-02-2022 15:51,illness,moderate,within 2 hours
9527,Substance Abuse,alcoholism,"918 Murphy Hills Apt. 063, Kirbymouth, ME 62731",02-10-2023 04:46,drug abuse,high,within 2 hours
9528,Relationship Issue,breakup,"7935 Judy Spring Suite 936, Loweport, MI 20359",28-07-2020 18:23,relationship issue,moderate,within 6 hours
9529,Substance Abuse,addiction,"265 Weber Key Suite 409, West Leslie, GU 95503",08-09-2023 00:39,substance abuse,high,within 3 hours
9530,Health Issue,illness,"954 Martin Parkways, Port Angelicafurt, ID 94920",25-12-2023 00:12,injury,very low,within 6 hours
9531,Substance Abuse,drug abuse,"00506 Emily Road Suite 266, South Brittanyside, WV 50638",23-03-2023 21:32,substance abuse,moderate,within 4 hours
9532,Mental Health Concern,mental health concern,"2876 Carolyn Islands, Kendraton, CA 58891",21-12-2023 05:48,anxiety,moderate,within 2 hours
9533,Financial Problem,debt,"39282 Stephen Plains Suite 237, Jonesside, MS 44216",12-05-2020 01:10,debt,moderate,within 5 hours
9534,Mental Health Concern,trauma,"728 James Vista, Blaketon, AL 45669",04-10-2023 12:55,trauma,moderate,within 5 hours
9535,Health Issue,sickness,"056 Troy Mountains, West Rickyburgh, NM 69000",17-06-2022 03:14,injury,very low,within 1 hour
9536,Financial Problem,financial problem,"37534 Joseph Well, Port Jodyshire, NY 75930",07-07-2021 20:43,financial problem,high,within 2 hours
9537,Substance Abuse,drug abuse,"9722 Turner Circles, Jacobsshire, NM 40848",10-01-2023 16:21,addiction,high,within 4 hours
9538,Mental Health Concern,stress,"2805 Hendricks Mountains, Lake Lisa, NH 36140",16-04-2023 21:50,trauma,moderate,within 2 hours
9539,Relationship Issue,breakup,"769 Taylor Vista Apt. 774, Tylerview, GA 59044",16-08-2021 00:07,family conflict,very low,within 6 hours
9540,Relationship Issue,breakup,"8866 Kristin Points, West Brenda, CA 03241",23-11-2022 21:54,family conflict,high,within 3 hours
9541,Mental Health Concern,mental health concern,"378 Thompson Port, Justinfort, MI 83838",19-05-2020 06:16,depression,low,within 3 hours
9542,Substance Abuse,drug abuse,"394 Marc Row Apt. 603, Williamsbury, NC 26056",16-01-2021 05:37,drug abuse,very high,within 6 hours
9543,Mental Health Concern,stress,"3317 Joseph Island, South Tabitha, GU 40750",06-05-2022 09:43,depression,low,within 1 hour
9544,Financial Problem,money issue,"9898 David Freeway, East Linda, KY 02352",24-12-2021 13:58,poverty,very high,within 5 hours
9545,Substance Abuse,alcoholism,"897 Tony Flats Apt. 367, New Christine, RI 46063",23-09-2022 08:40,dependency,high,within 3 hours
9546,Financial Problem,debt,"315 Weber Falls, Ortegaport, WV 83750",04-05-2021 03:16,financial problem,very high,within 2 hours
9547,Mental Health Concern,mental health concern,"91602 Thomas Motorway, New Stacie, NM 12074",16-08-2020 13:02,stress,very high,within 2 hours
9548,Health Issue,health issue,"4257 Dawn Heights Apt. 557, North Melissatown, AR 52625",12-05-2021 18:48,illness,moderate,within 1 hour
9549,Substance Abuse,dependency,"6099 Carpenter Springs, Amandaport, OH 72401",26-10-2021 22:57,addiction,moderate,within 4 hours
9550,Financial Problem,money issue,"PSC 8269, Box 4269, APO AE 79385",21-06-2021 18:09,debt,very high,within 4 hours
9551,Substance Abuse,drug abuse,"041 Alvarez Island, Douglasmouth, AR 53414",17-10-2020 05:44,addiction,low,within 3 hours
9552,Relationship Issue,loneliness,"64178 Julia Gardens Apt. 022, South Chelsea, MH 49373",21-09-2022 14:36,breakup,very high,within 3 hours
9553,Substance Abuse,drug abuse,"6839 Jones Canyon Suite 623, East Andrew, HI 94416",09-11-2022 20:08,addiction,moderate,within 2 hours
9554,Health Issue,injury,"73556 Mary Walks Suite 174, North Travisstad, GA 07342",27-12-2022 09:16,illness,moderate,within 3 hours
9555,Financial Problem,bankruptcy,"968 David Stravenue Apt. 122, Brittneyport, NC 51866",10-02-2024 03:07,money issue,very high,within 2 hours
9556,Health Issue,medical condition,"598 Marcia Skyway Apt. 828, Lake Jeffreyville, WV 85443",09-10-2020 01:34,illness,moderate,within 3 hours
9557,Relationship Issue,divorce,"55567 Adams Spurs Suite 818, Joshuashire, UT 57495",07-11-2020 09:52,divorce,very low,within 4 hours
9558,Health Issue,health issue,"75517 Brittany Skyway Apt. 842, New Lucas, LA 16267",15-10-2020 22:43,illness,very high,within 3 hours
9559,Substance Abuse,addiction,"4022 Diaz Plains Apt. 823, West John, SD 16683",07-05-2022 15:59,drug abuse,high,within 4 hours
9560,Relationship Issue,breakup,"439 Andrew Island, Warrenport, MP 70364",04-02-2020 08:35,loneliness,very high,within 5 hours
9561,Relationship Issue,divorce,"130 Cox Neck, Lake Jamesborough, FL 21118",25-01-2022 01:45,loneliness,very high,within 1 hour
9562,Mental Health Concern,mental health concern,"79795 Johnson Cove, South Mariaview, NV 98222",15-02-2022 17:06,depression,very low,within 3 hours
9563,Financial Problem,financial problem,"2188 Connie Causeway Apt. 172, Payneport, IA 81963",19-04-2023 16:18,bankruptcy,moderate,within 2 hours
9564,Mental Health Concern,anxiety,"USNV Herrera, FPO AP 59980",27-07-2023 08:41,depression,very high,within 2 hours
9565,Financial Problem,money issue,"Unit 3160 Box 5398, DPO AA 57438",10-07-2022 01:23,money issue,high,within 3 hours
9566,Relationship Issue,relationship issue,"575 Patel Vista Suite 076, Onealport, MS 61688",12-02-2022 10:35,family conflict,moderate,within 5 hours
9567,Relationship Issue,divorce,"3064 House Tunnel Apt. 122, Johnberg, OH 51057",23-11-2021 02:17,loneliness,high,within 5 hours
9568,Relationship Issue,divorce,"3795 Johnson Pine, South Susanview, CA 52275",13-09-2022 19:11,relationship issue,high,within 4 hours
9569,Substance Abuse,alcoholism,"Unit 7647 Box 2474, DPO AP 66414",08-07-2023 16:21,alcoholism,low,within 5 hours
9570,Mental Health Concern,anxiety,"730 Ortiz Ridge Apt. 675, West Mariaborough, TX 79814",14-01-2021 15:04,trauma,very high,within 5 hours
9571,Financial Problem,poverty,"885 Beth Stream Apt. 894, Ronaldshire, SD 98395",12-08-2023 00:39,bankruptcy,very high,within 4 hours
9572,Relationship Issue,divorce,"0637 Lisa Junction, Port Patriciamouth, NV 14813",13-10-2021 20:21,breakup,high,within 6 hours
9573,Substance Abuse,drug abuse,"8721 Vanessa Summit Apt. 965, Rodriguezton, SD 31223",29-08-2022 08:53,dependency,moderate,within 1 hour
9574,Financial Problem,money issue,"591 Robinson Club Suite 548, Kristenport, WI 20800",06-09-2021 20:31,money issue,very high,within 2 hours
9575,Mental Health Concern,mental health concern,"00508 Angelica Centers, North Timothy, MI 03463",28-11-2020 20:39,depression,very high,within 4 hours
9576,Substance Abuse,addiction,"3635 Lisa Road, Aprilview, KY 44867",01-05-2022 23:49,dependency,very high,within 6 hours
